hotelcode,hotelid,hotelname
140905,S190283,清泉寮
140908,S190284,富士研修所
140910,S230329,ホテルビスタ名古屋（錦）
140911,S230330,名古屋プリンスホテル スカイタワー
140914,S270323,ホテル・アンドルームス大阪本町
140928,S470452,ホットクロスポイント サンタモニカ
140929,S130782,アパホテル＜浅草 雷門＞（全室禁煙）
140930,S250144,ベッセルイン滋賀守山駅前
140947,S270324,アパホテル＜御堂筋本町駅東＞（全室禁煙）
140967,S270325,マイステイズ御堂筋本町
140987,S080138,ホテル ルートつくば
141027,S130783,ファーストキャビン京橋
141087,S230331,ホテルリブマックス名駅
141107,S270326,ホテルユニゾ大阪心斎橋
141108,S270327,和空 下寺町
141109,S270328,ホテルソビアル大阪ドーム前
141127,S260458,上七軒 億
141128,S270329,ホステル淡海
141129,S130784,ＨＯＴＥＬ ＦＥＬＩＣＥ 赤坂
141130,S130785,ＲＥＬＩＥＦ Ｐｒｅｍｉｕｍ 羽田
141131,S130786,ｈｏｔｅｌ ＭＯＮｄａｙ 羽田空港
141132,S280352,ユニゾイン神戸三宮
141147,S470453,ホテルシャララ
141148,S380129,サンガーデン松山
141149,S180182,ペンション くらはし
141150,S230332,変なホテルラグーナテンボス
141151,S280353,ホテルモントレ姫路
141152,S290148,ピアッツァホテル奈良
141172,S130787,アパホテル＜飯田橋駅南＞
141191,S220776,カンデオホテルズ静岡島田
141204,S230333,レッドプラネット 名古屋 錦
141250,S270330,プレミアホテル−ＣＡＢＩＮ−大阪
141310,S270331,クインテッサホテル 大阪心斎橋 Ｃｏｍｉｃ＆Ｂｏｏｋｓ
141330,S130788,Ｔｒａｉｎ Ｈｏｓｔｅｌ 北斗星
141331,S130789,ＩＲＯＲＩ Ｎｉｈｏｎｂａｓｈｉ Ｈｏｓｔｅｌ ａｎｄ Ｋｉｔｃｈｅｎ
141333,S130790,Ｓｈｉｂａｍａｔａ ＦＵ−ＴＥＮ Ｂｅｄ ａｎｄ Ｌｏｃａｌ
141335,S400245,旅館錦水
141337,S130791,Ｒｅｄ Ｒｏｏｆ Ｉｎｎ 蒲田／羽田 東京
141338,S470454,アベストＣＵＢＥ那覇国際通り
141340,S470455,ザ・プールリゾート沖縄
141350,S290149,スマイルホテル奈良
141351,S390122,山みず木
141352,S270332,ホステル新大阪北 風雅
141353,S140466,日乃出旅館
141355,S270333,レッドルーフイン＆スイーツ大阪日本橋
141356,S200928,鹿教湯温泉 斉北荘
141358,S050125,リバーサイドホテル大曲
141359,S060213,ホテルイーストプラザ東根
141360,S470457,オーシャン ヴィラ ハニー
141392,S130792,東京ガーデンパレス
141394,S160123,山田温泉 玄猿楼
141395,S180183,愛犬と過ごす本格旅館 あわら温泉 月香
141397,S200929,ルシアン旧軽井沢
141398,S260459,ＴＨＥ ＪＵＮＥＩ ＨＯＴＥＬ 京都御所西
141401,S270334,からくさホテル大阪なんば
141403,S280355,雲海と星空のホテル テラスリゾートａｓａｇｏ
141405,S260460,京都旅庵 然
141407,S260461,ぎおんの宿
141411,S260462,たわら庵
141412,S260463,紫野 舟岡庵
141413,S270335,ホテルヴィスキオ大阪 ｂｙ ＧＲＡＮＶＩＡ
141414,S200930,アルピコプラザホテル
141431,S400247,エスペリアホテル博多
141470,S220782,ゲストハウス惠
141490,S220783,ホテルリブマックス掛川駅前
141491,S270336,ホテルリブマックス大阪ドーム前
141492,S230334,ホテルリブマックス名古屋栄ＥＡＳＴ
141493,S130793,ホテルリブマックス豊洲駅前
141510,S340223,シーサイドホステル Ｌｉｇｈｔ Ｈｏｕｓｅ
141530,S230335,三交イン名古屋新幹線口ＡＮＮＥＸ
141534,S140467,ゲストハウス鎌倉ＺＥＮ−ＪＩ
141551,S270340,ＨＯＴＥＬ Ｏ−ＫＩＮＹ
141574,S010833,ＨａｋｏＢＡ函館 ｂｙ ＴＨＥ ＳＨＡＲＥ ＨＯＴＥＬＳ
141590,S130795,アパホテル＜神田駅前＞
141591,S210242,甚一
141610,S190286,ホテルブランヴェール河口湖
141611,S360103,ホテルルートイン阿南
141630,S120332,東京ベイ東急ホテル
141631,S460272,フォンタナの丘かもう
141633,S300189,リゾートハウス暁
141634,S340224,ＨＩＲＯＳＨＩＭＡピースホテル宇品
141650,S420183,ヴィラテラス大村ホテル＆リゾート
141690,S130796,アパホテル＜ＴＫＰ東京西葛西＞
141691,S130797,アパホテル＆リゾート＜西新宿五丁目駅タワー＞
141692,S170235,ホテルリブマックス金沢駅前
141710,S130798,モクシー東京錦糸町
141733,S010834,スマイルホテルプレミアム札幌すすきの
141735,S460273,旅館 玉之湯
141738,S010835,ホテル・トリフィート小樽運河
141741,S130799,Ｔマークシティホテル東京大森
141742,S130800,三井ガーデンホテル大手町
141743,S010836,天都の郷 ホテル本陣 網走湖
141744,S130801,三井ガーデンホテル五反田
141745,S010837,プレミアホテル 中島公園 札幌
141746,S220784,ハタゴイン静岡吉田インター
141747,S230336,ホテルルートイン豊橋駅前
141748,S230337,ホテルウィングインターナショナルセレクト名古屋栄
141749,S270345,スマイルホテルプレミアム大阪本町
141752,S270346,ホテルウィングインターナショナルセレクト東大阪
141754,S270347,モクシー大阪本町
141755,S150587,ロッテアライリゾート
141756,S280356,ＳＰＡ ＴＥＲＲＡＣＥ紫翠
141757,S120333,コンフォートスイーツ東京ベイ
141759,S270348,Ｗｅｌｉｎａ Ｈｏｔｅｌ 梅田
141760,S270349,Ｗｅｌｉｎａ Ｈｏｔｅｌ 道頓堀
141770,S340225,ホテルトーダイ
141771,S240332,ホテル 星たる
141773,S280357,東横インＪＲ神戸駅北口
141778,S010838,ベストウェスタン札幌大通公園
141783,S070220,バリュー・ザ・ホテル楢葉木戸駅前
141784,S260465,古都平安の宿 奏 ＫＡＮＡＤＥ
141785,S130802,ホテルウィングインターナショナルセレクト上野・御徒町
141790,S150588,アパホテル＜上越妙高駅前＞
141792,S130803,ホテルアラマンダ青山
141794,S400248,ホテルウィングインターナショナル博多新幹線口
141813,S440247,朝霧のみえる ゆけむり山荘
141814,S470459,クリアスホテル壺川マルシェ
141831,S140468,強羅温泉 雪月花別邸 翠雲
141851,S260466,ＳＨＩＮ ＴＥＲＲＡＣＥ ＆ ＨＯＳＴＥＬ ＫＹＯＴＯ
141917,S010840,ベストウェスタンプラスホテルフィーノ千歳
141918,S030184,ユニゾインエクスプレス盛岡
141919,S090295,ホテルブランヴェール那須
141920,S100365,千明仁泉亭
141923,S170237,雨庵 金沢
141926,S170238,ホテルウィングインターナショナルプレミアム金沢駅前
141928,S170239,ホテルビスタ金沢
141931,S220786,ＤＨＣ 赤沢温泉ホテル
141932,S240333,アマネム
141933,S260467,ホテルリソル京都 四条室町
141951,S260468,ホテルリソル京都 河原町三条
141952,S260469,ザ ロイヤルパークホテル 京都四条
141953,S260470,ホテルリソルトリニティ京都
141954,S260471,Ｈｏｔｅｌ アクアスィート 鴨川
141955,S260472,清水小路 坂のホテル京都
141956,S260473,福知山アークホテル
141957,S270351,ホテルユニゾ大阪梅田
141958,S270352,ユニゾイン新大阪
141959,S450100,ソレスト高千穂ホテル
141960,S470460,ラ・ジェント・ホテル沖縄北谷
142011,S460274,ホテルウエストコート奄美ＩＩ
142031,S130804,アパホテル＜日本橋 馬喰町駅北＞
142032,S270353,アパホテル＜新大阪駅南＞
142033,S270354,アパホテル＜東梅田 南森町駅前＞
142034,S280358,ホテルリブマックス姫路市役所前
142035,S130805,ホテルリブマックス浅草橋駅前
142036,S270355,ＨＯＭＥ ＨＯＳＴＥＬ ＯＳＡＫＡ（ホームホステルオオサカ）
142051,S290150,センチュリオンホテルクラシック奈良
142071,S470461,ホテルアクアチッタナハｂｙＷＢＦ
142072,S070221,ホテル 花天
142092,S130806,アーバイン東京・上野北千住
142093,S130807,Ｂｏｏｋ Ｔｅａ Ｂｅｄ ＡＺＡＢＵ−ＪＵＢＡＮ
142096,S270356,Ｎ ＧＡＴＥ ＨＯＴＥＬ ＯＳＡＫＡ
142111,S270357,ホテルモントレ ル・フレール大阪
142112,S470462,シーブリーズスムイデ
142131,S140470,アパホテル＜伊勢原駅前＞
142132,S140471,アパホテル ＜相模原 古淵駅前＞
142151,S270358,ホテル ユニバーサル ポート ヴィータ
142156,S100366,ホテルミサワ
142157,S120335,ホテルマイステイズプレミア成田
142158,S130808,ｔｈｅ ｂ 新橋
142160,S220787,伊豆マリオットホテル修善寺
142161,S330118,センチュリオンホテル＆スパ倉敷
142192,S280359,かんぽの宿 有馬
142212,S130809,アパホテル＜八丁堀 新富町＞
142260,S270359,ＦＥＳＴＩＮＡ ＬＥＮＴＥ
142261,S220788,愛犬と泊まる宿 ななつぼし
142264,S030185,レムナント鶯宿
142323,S010841,Ｒホテルズイン北海道旭川
142344,S400249,ネストホテル博多駅前
142369,S270361,ユニバーサルホテル西九条
142392,S410082,富士ビラ 山華の正
142405,S130810,ホテルルートインＧｒａｎｄ東京浅草橋
142408,S130811,ホテルビスタプレミオ東京〔赤坂〕
142411,S230338,ランプライトブックスホテル名古屋
142414,S230339,ヴィアイン名古屋駅前椿町
142417,S260475,ホテルビスタプレミオ京都 和邸
142420,S270362,ハタゴイン関西空港
142421,S280360,神戸ルミナスホテル三宮
142424,S380130,蛙石荘
142425,S470466,ハイアットリージェンシー瀬良垣アイランド沖縄
142426,S220789,山水館欣龍
142452,S470467,那覇ウエスト・イン
142453,S470468,オーシャンズ コテージ
142454,S390123,宿毛リゾート 椰子の湯
142455,S210243,ホテルリブマックス岐阜羽島駅前
142472,S130812,ＩＭＡＮＯ ＴＯＫＹＯ ＨＯＳＴＥＬ
142473,S130813,ＩＭＡＮＯ ＴＯＫＹＯ ＧＩＮＺＡ ＨＯＳＴＥＬ
142475,S130814,グリッズ 東京 浅草橋
142512,S420184,ＣＯＮＮＥ ＨＯＴＥＬ
142552,S330119,ホテル作州武蔵
142572,S390124,山荘梶ヶ森
142573,S280361,ホテルリブマックス神戸三宮
142574,S130815,ホテルリブマックス高田馬場駅前
142632,S010845,クレドホテル函館
142633,S170240,羽音碧々
142635,S120336,ホテルルートイン木更津
142636,S130816,三井ガーデンホテル日本橋プレミア
142637,S250147,ホテルルートイン甲賀水口
142639,S270366,ライズホテル大阪北新地
142640,S270367,ホテルルートイン大阪高石−羽衣駅前−
142642,S280362,カンデオホテルズ神戸トアロード
142644,S340226,カンデオホテルズ広島八丁堀
142655,S120337,日和ホテル舞浜
142658,S200931,伊那市農家民泊
142674,S150589,ホテルリブマックス新潟駅前
142679,S040214,ホテルユニサイト仙台
142686,S140473,アパホテル＜相模原 古淵駅前＞
142687,S140474,厚木アーバンホテル
142688,S270368,泉佐野センターホテル
142689,S470470,沖縄の宿 行燈
142690,S010846,カプセルホテル函館
142691,S130821,ホテルリブマックス八王子駅前
142693,S140475,アパホテル＜ＴＫＰ京急川崎駅前＞
142752,S140476,小田急ホテルセンチュリー相模大野
142775,S040216,ホテルルートイン仙台東
142776,S120338,木更津ワシントンホテル
142777,S130822,ホテル京阪 築地銀座 グランデ
142778,S170241,三井ガーデンホテル金沢
142779,S130823,ヴィアイン飯田橋後楽園
142780,S130824,アスコット丸の内東京
142781,S200932,軽井沢ホテル ロンギングハウス
142782,S270369,大阪ビューホテル本町
142783,S260479,アメニティーホテル
142784,S260480,アリストンホテル京都十条
142785,S260481,ザ・ビー京都四条
142786,S340227,ホテルビスタ広島
142787,S340228,旅館たなだ
142788,S260482,ホテル京阪京都八条口
142789,S350111,下関温泉 風の海
142790,S120339,ダイワロイネットホテル千葉中央
142792,S210244,たびのホテル飛騨高山
142822,S300190,ＷａｋａｎｏｕｒａＮａｔｕｒｅＲｅｓｏｒｔ エピカリス
142832,S210245,町家ホテルｂａｉｓｏｎ
142833,S130825,ホテルリブマックス上野駅前
142834,S210246,ホテルリブマックス岐阜駅前
142875,S270370,ＨＯＴＥＬ四季靭公園
142876,S200933,ペットと泊まれる宿 ゲストハウスベルン
142878,S230340,ホテルリブマックス名古屋太閤通口
142879,S130826,ホテルリブマックス浅草橋駅北口
142880,S130827,ホテルリブマックス秋葉原北
142891,S230341,ベッセルホテルカンパーナ名古屋
142892,S230342,ベッセルイン栄駅前
142894,S230343,レゴランド（Ｒ）・ジャパン・ホテル
142977,S130828,ザ・ビー浅草
142978,S140477,川崎キングスカイフロント東急ＲＥＩホテル
142979,S200934,みやま荘
142980,S240334,コンフォートホテル伊勢
142982,S270371,コンフォートホテル大阪心斎橋
142983,S270372,ホリデイ・イン＆スイーツ新大阪
142985,S470472,ノボテル沖縄那覇
142993,S260483,ＩＭＡＮＯ ＫＹＯＴＯ ＫＩＹＯＭＩＺＵ ＨＯＳＴＥＬ
142994,S230344,アパホテル＜名古屋栄北＞
142995,S270373,Ｈｏｓｔｅｌ Ｎａｍｂａ〜匠〜
142996,S260484,グリッズ京都 四条河原町ホテル＋ホステル
142997,S470473,ココシャス モンパ
142998,S470474,ホテル コザ
142999,S270374,ポルタイン
143003,S470475,コルディオプール＆ヴィラズ済井出（すむいで）
143005,S470476,スムイデテラスＨ
143011,S470480,ＲＩＮＫＥＮ’Ｓ ＨＯＴＥＬ
143017,S070260,コンフォートホテル郡山
143037,S270375,スマイルホテルプレミアム大阪東心斎橋
143039,S470481,ホテル ローカス
143056,S130829,東京セントラルユースホステル
143078,S470482,ザ・プールリゾートヴィラ アスタマーニャ
143082,S030195,ＪＲ東日本ホテルメッツ北上
143096,S300191,大江戸温泉物語 南紀串本
143143,S200935,ホテル木曽路
143144,S200936,ファミリーロッジ旅籠屋・茅野蓼科店
143161,S030206,温泉ゲストハウス やすもり
143162,S360105,ファミリーロッジ旅籠屋・吉野川ＳＡ店
143163,S210247,ファミリーロッジ旅籠屋・飛騨高山店
143164,S310079,ファミリーロッジ旅籠屋・境港店
143165,S380131,ファミリーロッジ旅籠屋・松山店
143166,S390125,ファミリーロッジ旅籠屋・四万十店
143167,S330120,ファミリーロッジ旅籠屋・井原店
143168,S010847,ファミリーロッジ旅籠屋・函館店
143181,S270376,三交イン大阪淀屋橋
143201,S060216,ホテルビューくろだ
143203,S220790,リブマックスリゾート熱海シ—フロント
143221,S100367,橋本ホテル
143250,S100368,いかほ秀水園
143254,S070261,Ｊヴィレッジ
143261,S090296,ホテルルートイン宇都宮ゆいの杜
143262,S230345,邦和セミナープラザ
143263,S120340,イビススタイルズ東京ベイ
143264,S230346,ホテル・アンドルームス名古屋栄
143265,S130830,銀座キャピタルホテル萌木
143266,S130831,渋谷ストリームエクセルホテル東急
143267,S130832,ダイワロイネットホテル東京有明
143269,S270377,イビス大阪梅田
143270,S400252,ホテルユニゾ博多駅博多口
143271,S440248,奥日田温泉 うめひびき
143272,S010848,ホテルラフィナート札幌
143274,S020165,ダイワロイネットホテル青森
143326,S240335,ホテルリブマックス四日市駅前
143327,S230347,ホテルリブマックス三河安城駅前
143329,S130834,アパホテル＜浅草駅前＞（全室禁煙）
143341,S470483,ワイズキャビン＆ホテル 那覇国際通り
143401,S260485,ＡＲＴ ＭＯＮＺＥＮ ＫＹＯＴＯ
143441,S140478,ひばり荘
143442,S260486,京都ホワイトホテル
143502,S050130,伊勢堂岱温泉 縄文の湯
143503,S070262,桧枝岐小屋
143521,S070263,伊東園ホテル磐梯向滝
143522,S100369,伊香保温泉 とどろき
143527,S270378,ホテル・アンドルームス新大阪
143584,S040231,パシフィックホテル白石
143701,S420185,雲仙東洋館
143702,S320145,Ｒａｋｕｔｅｎ ＳＴＡＹ ＨＯＵＳＥ×ＷＩＬＬ ＳＴＹＬＥ 松江
143706,S260487,東急ステイ京都 両替町通
143707,S010850,東急ステイ札幌
143708,S140479,ホテルユニゾ横浜駅西
143709,S170242,ザ・スクエアホテル金沢
143710,S270379,ファーストキャビンステーションあべの荘
143711,S370105,ホテルルートイン高松屋島
143712,S340229,神楽門前湯治村
143713,S390126,コンフォートホテル高知
143741,S470484,ホテル オロックス （ＨＯＴＥＬ ＯＲＯＸ）
143762,S010851,ホテルテトラ旭川駅前
143763,S040233,ホテルリブマックス仙台青葉通
143764,S220791,ホテルリブマックス沼津駅前
143765,S130835,ホテルリブマックス東京新富町
143766,S140480,橋本パークホテル
143776,S040234,ホテルグリーンパシフィック
143778,S040236,ホテルグリーンアーバ
143780,S040238,ホテルグリーンウィズ
143782,S470485,たびの邸宅 沖縄備瀬 ＨＯＭＡＮＮ ＣＯＮＣＥＰＴ
143783,S470486,たびの邸宅 沖縄今帰仁 ＨＯＭＡＮＮ ＣＯＮＣＥＰＴ
143807,S200971,カンデオホテルズ茅野
143824,S200976,ホテル飯田屋
143842,S240338,三交イン桑名駅前
143843,S240339,三交イン四日市駅前
143844,S240340,三交イン津駅前
143845,S240341,カンデオホテルズ亀山
143861,S130836,ＪａｐａｎＨｏｓｔｅｌ深夜特急
143862,S260491,ホテルウィングインターナショナル京都四条烏丸
143887,S260492,ホテルインターゲート京都 四条新町
143888,S340230,ホテルリブマックス福山駅前
143889,S130837,ホテルリブマックス赤羽駅前
143890,S130838,ホテルリブマックス町田駅前
143891,S120341,ホテルリブマックス千葉駅前
143893,S200985,さらしなや旅館
143895,S240343,ホテルエコノ津駅前
143904,S240347,ロードイン鳥羽
143909,S190304,石和びゅーほてる
143912,S270382,アパホテル＜淀屋橋北浜駅前＞
143922,S040244,アパホテル＜ＴＫＰ仙台駅北＞
143923,S010855,ＪＲイン千歳
143924,S260493,東急ステイ京都 新京極通
143925,S280365,コンフォートホテル神戸三宮
143926,S100370,高崎観音山温泉 錦山荘
143930,S310080,ホテルセントパレス倉吉
143931,S350112,ホテルニューガイア宇部
143932,S400253,ホテルニューガイア博多
143933,S400254,ホテルニューガイア博多駅南
143934,S400255,ホテルニューガイア上呉服
143935,S400256,ホテルニューガイアイン中洲東
143936,S400257,ホテルニューガイア天神南
143937,S400258,ホテルニューガイア薬院
143938,S400259,ホテルニューガイアドーム前
143939,S400260,ホテルニューガイア糸島
143940,S400261,ホテルニューガイア飯塚
143941,S400262,ホテルニューガイア柳川
143942,S400263,ホテルニューガイアオームタガーデン
143943,S440249,ホテルニューガイア大分駅前
143954,S130839,アパホテル＜日本橋 馬喰町駅前＞（全室禁煙）
143957,S410083,ａｒｉｔａ ｈｕｉｓ
143958,S470487,コンドミニアムナゴリゾートリエッタ中山
144024,S240348,ビジネス旅館 初洋
144087,S010858,ホテルテトラリゾート十勝川
144089,S260494,ホテルアルファ綾部
144092,S260497,福知山サンホテル
144093,S260498,セイワ・ホテル
144094,S260499,ホテルつかさ
144121,S090298,ゆのホテル奥日光やまみず樹
144123,S280366,天然温泉ホテルリブマックスＰＲＥＭＩＵＭ姫路駅南
144124,S400264,ホテルリブマックス福岡天神
144125,S170243,ホテルインターゲート金沢
144141,S010859,コンフォートホテル札幌すすきの
144142,S120342,変なホテル舞浜東京ベイ
144143,S010860,ホテルルートインＧｒａｎｄ室蘭
144144,S130843,変なホテル東京赤坂
144145,S090299,ホテル森の風那須
144146,S130844,変なホテル東京浅草橋
144147,S130845,変なホテル東京羽田
144148,S130846,変なホテル東京浜松町
144149,S200987,旧軽井沢ＫＩＫＹＯキュリオ・コレクションｂｙヒルトン
144150,S130847,変なホテル東京銀座
144151,S130848,変なホテル東京西葛西
144155,S130849,レム東京京橋
144163,S340233,ザ ロイヤルパークホテル 広島リバーサイド
144165,S410084,天山多久温泉 ＴＡＱＵＡ
144166,S470488,ホテルサンセットヒル
144167,S470489,イラフＳＵＩラグジュアリーコレクションホテル沖縄宮古
144185,S270385,ホテルアマテラス日本橋東
144186,S270386,ＴＯＲＡＣＯ此花
144187,S120343,ベッセルイン千葉駅前
144188,S130850,ホテルリブマックス東京大塚駅前
144189,S130851,ホテルインターゲート東京 京橋
144190,S340234,ホテルインターゲート広島
144191,S130852,アパホテル＜八王子駅西＞
144192,S010861,ホテルオールインステイ函館
144223,S010862,レッドプラネット札幌すすきの南
144229,S090300,大江戸温泉物語 日光霧降
144233,S260501,アールイン福知山
144234,S260502,ホテルサンルート福知山
144235,S260503,ビジネスホテル 松代屋
144238,S260504,ホテルロイヤルヒル福知山＆スパ
144240,S040247,ホテルプレミアムグリーンヒルズ
144241,S040248,ホテルプレミアムグリーンプラス
144243,S350113,セントラルホテル
144244,S130853,都シティ 東京高輪
144248,S060218,ホテルイン酒田駅前
144283,S120344,Ｈｏｔａ Ｂｅａｃｈ
144284,S300192,ファーストキャビンステーション和歌山駅
144341,S350114,グリーンホテル下関
144342,S270387,ホテルリブマックス心斎橋ＥＡＳＴ
144343,S330121,ホテルリブマックス岡山
144344,S400265,ホテルリブマックス博多駅南
144345,S270388,天然温泉ホテルリブマックスＰＲＥＭＩＵＭ梅田ＥＡＳＴ
144346,S140485,ホテルリブマックス横浜駅西口
144347,S130854,ホテルリブマックス赤坂
144348,S010864,ホテルリブマックス札幌すすきの
144350,S260505,ＧＡＴＥ８０京都二条
144370,S010865,ＨＯＴＥＬ＆ＳＰＡ センチュリーマリーナ函館
144371,S010866,東急ステイ札幌大通
144372,S290151,グランヴィリオホテル奈良 和蔵
144373,S120345,ＨＯＴＥＬユーラシア舞浜ＡＮＮＥＸ
144375,S130855,ダイワロイネットホテル西新宿
144376,S280368,ダイワロイネットホテル姫路
144380,S260506,ＴＨＥ ＴＨＯＵＳＡＮＤ ＫＹＯＴＯ
144387,S310082,ベイサイドスクエア 皆生ホテル
144402,S270389,変なホテル大阪 心斎橋
144403,S400267,変なホテル福岡 博多
144415,S040249,ホテルグリーンシティ
144416,S440250,ホテル ソシア
144481,S080139,ホテルルートイン石岡
144482,S280369,ホテルルートイン加西 北条の宿
144501,S260507,庵町家ステイ
144502,S470490,サンセットヒルズイン那覇
144504,S280370,シロノシタゲストハウス 姫路のお宿
144568,S130856,ホテルリソル秋葉原
144569,S130857,ｈｏｔｅｌ ＭＯＮｄａｙ Ｐｒｅｍｉｕｍ 豊洲（旧 ｈｏｔｅｌ ＭＯＮｄａｙ ＴＯＹＯＳＵ）
144571,S380132,ホテルたいよう農園 古三津
144572,S140486,ホテルリソル横浜桜木町
144573,S210249,御宿 結の庄
144574,S230349,西鉄ホテルクルーム名古屋
144575,S260508,ヴィアイン京都駅八条口
144577,S260509,三井ガーデンホテル京都駅前
144578,S260510,ＴＨＥ ＧＥＮＥＲＡＬ ＫＹＯＴＯ 高辻富小路
144579,S260511,ＴＨＥ ＧＥＮＥＲＡＬ ＫＹＯＴＯ 高辻麩屋町
144581,S270390,ホテル阪神アネックス大阪
144582,S300193,四季の郷遊楽−天空のリゾート四季−
144585,S260512,檜山旅館
144586,S260513,荒川旅館
144598,S460280,ラビスタ霧島ヒルズ
144604,S470491,ライカムガーデンリゾート
144605,S130858,アパホテルプライド＜国会議事堂前＞（全室禁煙）
144606,S140487,アパホテル＆リゾート＜横浜ベイタワー＞
144621,S140488,ｇｌｏｂａｌ ｃａｂｉｎ 横浜中華街
144622,S230350,ホテルリブマックス愛知豊田駅前
144623,S270391,ホテルリブマックス大阪淀屋橋
144624,S130859,ホテルリブマックス東京綾瀬駅前
144625,S270392,ホテルリブマックス大阪本町
144681,S240350,大江戸温泉物語 ＴＡＯＹＡ志摩
144682,S070268,ハタゴイン福島広野
144683,S010867,ベッセルホテルカンパーナすすきの
144684,S260514,ホテルヴィスキオ京都 ｂｙ ＧＲＡＮＶＩＡ
144685,S260515,エスペリアホテル京都
144686,S260516,京都ユウベルホテル
144687,S470492,Ｕ−ＭＵＩ Ｆｏｒｅｓｔ Ｖｉｌｌａ Ｏｋｉｎａｗａ ＹＡＭＡＤＡ ＧＵＳＵＫＵ
144688,S470493,ナガンヌ島 レストハウス
144690,S470494,アラマハイナ コンドホテル
144691,S270393,ｔｈｅ ｂ 大阪御堂筋
144693,S340236,ホテルインターゲート広島
144709,S330123,クオーレ倉敷
144729,S050143,本荘グランドホテル
144769,S270394,ファミリーロッジ旅籠屋・大阪港店
144770,S130861,アパホテル＜上野 稲荷町駅北＞（全室禁煙）
144771,S220793,熱海シーサイド・スパ＆リゾート
144773,S230351,ホテルルートイン新城
144774,S350115,ホテルルートイン山口 湯田温泉
144775,S080140,ホテルルートイン土浦
144776,S440251,ホテルルートイン日田駅前
144777,S270395,ザ ロイヤルパーク キャンバス 大阪北浜
144780,S040252,鳴子風雅
144829,S060222,東根グランドホテル
144869,S280371,ＨＯＴＥＬ ｍｅｅｔ Ｍｅ 神戸元町（ホテルミートミー神戸元町）
144870,S270396,ダイワロイネットホテル大阪心斎橋
144889,S220794,アパホテル＜静岡駅北＞（全室禁煙）
144989,S200988,ＩＲＯＨＡ ＧＲＡＮＤ ＨＯＴＥＬ 松本駅前
144990,S200989,ルグラン軽井沢ホテル＆リゾート
144992,S200990,ホテルマッキンレー
144994,S260517,アーバンホテル京都四条プレミアム
144995,S270397,カンデオホテルズ大阪岸辺
144997,S010868,ワイズホテル旭川駅前
144999,S110129,みやびホテル
145000,S280372,グランシャリオ 北斗七星１３５°
145001,S400269,三井ガーデンホテル福岡祇園
145002,S400270,ヴィアイン博多口駅前
145003,S420186,ＧＯＴＯ ＴＳＵＢＡＫＩ ＨＯＴＥＬ
145004,S470496,ハレクラニ沖縄
145030,S470497,ＫＯＵＲＩＪＩＭＡ ぶどうの樹
145031,S120346,ホテルリブマックス千葉みなと駅前
145032,S260518,ホテルリブマックス京都二条城北
145033,S260519,ホテルリブマックス京都鴨川前
145089,S360107,ビジネスホテル鳴門
145109,S470498,ＯＫＩＮＡＷＡ ＫＡＲＩＹＵＳＨＩ ＲＥＳＯＲＴ ＥＸＥＳ ＮＡＨＡ
145189,S150605,アパホテル＜新潟＞（旧：アパホテル＜新潟駅前大通＞）
145190,S260520,西陣之郷
145209,S040253,東横ＩＮＮ仙台駅西口中央
145269,S080141,アパホテル＜茨城古河駅前＞
145270,S130862,アパホテル＜駒込駅前＞（全室禁煙）
145309,S270398,アパホテル＜大阪梅田＞
145310,S470499,エンズ マリーナ イン マーシー
145349,S150606,湯けむりの宿 雪の花
145351,S150607,たびのホテル佐渡
145352,S340237,国民宿舎 みやじま杜の宿
145353,S260524,ザ エディスターホテル京都二条
145354,S260525,シタディーン京都 烏丸五条
145355,S130863,ホテルウィングインターナショナル東京赤羽
145356,S130864,シタディーンセントラル新宿東京
145357,S130865,ベルケンホテル・神田
145358,S270400,相鉄フレッサイン大阪淀屋橋
145359,S140490,レンブラントホテル海老名
145369,S060223,王将ビジネスホテル
145370,S060224,ソーレインホテルズ
145371,S220796,スーパーホテル浜松
145372,S220797,くれたけイン浜松西インター
145373,S220798,いそのシティホテル
145389,S130866,ホテルリブマックス日本橋人形町
145390,S130867,ホテルリブマックス東京神田駅前
145391,S130868,ホテルリブマックス新宿ＥＡＳＴ
145392,S150608,ホテルリブマックス新潟長岡駅前
145393,S350116,青海島シーサイドホテル
145394,S240351,Ｂａｌｉ＆Ｒｅｓｏｒｔ ＳＡＹＡの風
145395,S220799,ホテルリブマックス富士駅前
145396,S470501,ゆくりなリゾート沖縄海風
145409,S260526,茶農家民宿えぬとえぬ
145410,S040254,大和パークホテル
145429,S030210,ペンション あんとる・ど・めえる
145469,S470502,グランドキャビンホテル那覇小禄
145489,S130869,アパホテル＜新宿 歌舞伎町中央＞（全室禁煙）
145491,S130870,ＳＡＫＵ ＲＥＮ ＪＩＭＢＯＣＨＯ（サクレン神保町）
145509,S260528,京都和束荘
145529,S070277,相馬ステーションホテル
145570,S010869,ホテルウィングインターナショナル旭川駅前
145571,S430189,ホテルウィングインターナショナルセレクト熊本
145609,S030211,盛岡グランドホテル
145610,S060225,ショウナイホテル スイデンテラス
145612,S130871,ホテル京阪東京四谷
145613,S160130,ダイワロイネットホテル富山駅前
145614,S170245,ユニゾインエクスプレス金沢駅前
145615,S200991,中央アルプス杜の隠れ宿 季澄香
145629,S270401,ヴィアイン心斎橋四ツ橋
