hotelcode,hotelid,hotelname
1782,S090036,ホテル鬼怒川御苑
1783,S090037,鬼怒川グランドホテル 夢の季
1784,S090038,鬼怒川観光ホテル
1785,S090039,ホテルサンシャイン鬼怒川
1786,S090040,鬼怒川温泉 山楽
1787,S090041,花の宿松や
1788,S090042,ほてる白河 湯の蔵
1789,S090043,鬼怒川金谷ホテル
1790,S090044,湯けむりまごころの宿 一心舘
1794,S090048,リブマックスリゾート川治
1795,S090049,湯けむりの里 柏屋
1798,S090052,彩り湯かしき花と華
1799,S090053,湯西川白雲の宿山城屋
1801,S090055,奥鬼怒温泉ホテル加仁湯
1802,S090056,御宿 こまゆみの里
1803,S090057,女夫淵温泉ホテル
1804,S090058,日光千姫物語
1805,S090059,日光ぐりーんほてる 懐かし家 風和里
1807,S090061,日光金谷ホテル
1808,S090062,日光 星の宿
1809,S090063,ホテル清晃苑
1810,S090064,ホテル春茂登
1811,S090065,日光東観荘
1812,S090066,ホテルナチュラルガーデン日光
1813,S090067,日光東照宮 晃陽苑
1814,S090068,梅屋敷別館ホテル高照
1815,S090069,奥日光ホテル四季彩
1816,S090070,日光レークサイドホテル
1817,S090071,中禅寺金谷ホテル
1819,S090073,日光アストリアホテル
1820,S090074,奥日光高原ホテル
1821,S090075,湯元板屋
1822,S090076,奥日光小西ホテル
1823,S090077,湯守釜屋
1824,S090078,ホテル花の季
1825,S090079,休暇村 日光湯元
1826,S090080,チサンホテル宇都宮
1827,S090081,ホテルマイステイズ宇都宮
1828,S090082,宇都宮グランドホテル
1829,S090083,ホテルニューイタヤ
1830,S090084,ホテル東日本宇都宮
1831,S090085,宇都宮東武ホテル グランデ
1832,S090086,サンホテル宇都宮
1833,S090087,益子舘 里山リゾートホテル
1834,S090088,ホテルツインリンク
1836,S100002,水上館
1837,S100003,源泉湯の宿 松乃井
1838,S100004,みなかみホテルジュラク
1839,S100005,ひがきホテル
1840,S100006,水上高原ホテル２００
1841,S100007,ホテルサンバード
1842,S100008,旅館たにがわ
1843,S100009,宝川温泉 汪泉閣
1845,S100011,ホテル辰巳館
1846,S100012,豆富懐石 猿ヶ京ホテル
1847,S100013,長生館
1849,S100015,法師温泉長寿館
1850,S100016,吟松亭 あわしま
1852,S100018,源泉湯の宿 紫翠亭
1853,S100019,ホテル山口屋
1854,S100020,温泉旅館玉泉
1855,S100021,前橋ホテル
1856,S100022,高崎ビューホテル
1857,S100023,ホテルメトロポリタン高崎
1858,S100024,梨木館
1859,S100025,パールホテル太田
1860,S100026,ホテルふせじま
1861,S100027,ホテル木暮
1862,S100028,ホテル 松本楼
1863,S100029,ホテル天坊
1864,S100030,岸権旅館
1865,S100031,とどろき
1866,S100032,福一
1867,S100033,温泉宿 塚越屋七兵衛
1868,S100034,山陽ホテル
1869,S100035,如心の里 ひびき野
1870,S100036,ホテルきむら
1871,S100037,森秋旅館
1872,S100038,和心の宿 大森
1873,S100039,一冨士ホテル
1874,S100040,古久家
1876,S100042,ホテルニュー伊香保
1877,S100043,横手館
1878,S100044,よろこびの宿 しん喜
1879,S100045,奥伊香保 旅邸 諧暢楼
1880,S100046,四万たむら
1881,S100047,四万グランドホテル
1882,S100048,鍾寿館
1883,S100049,四万やまぐち館
1884,S100050,ホテル櫻井
1885,S100051,喜びの宿 高松
1886,S100052,草津温泉 ホテルヴィレッジ
1887,S100053,ホテル一井
1888,S100054,草津ナウリゾートホテル
1889,S100055,奈良屋
1890,S100056,草津温泉 望雲
1891,S100057,草津ホテル
1892,S100058,昔心の宿 金みどり
1893,S100059,草津温泉ホテルリゾート
1894,S100060,大阪屋旅館
1896,S100062,一田屋旅館
1897,S100063,ホテルスパックス草津
1898,S100064,湯宿 季の庭
1899,S100065,お宿 木の葉
1901,S100067,つつじ亭
1902,S100068,草津温泉 ペットと泊まれる宿 音雅
1903,S100069,草津スカイランドホテル
1904,S100070,万座プリンスホテル
1905,S100071,万座温泉 日進舘
1906,S100072,万座ホテルジュラク
1907,S100073,万座高原ホテル
1908,S100074,旅舘 万座亭
1909,S100075,嬬恋プリンスホテル
1910,S100076,パルコール嬬恋リゾートホテル
1911,S100077,ホテルグリーンプラザ軽井沢
1912,S100078,軽井沢倶楽部ホテル軽井沢１１３０
1913,S100079,紀州鉄道軽井沢ホテル
1914,S100080,鹿の湯 つちや
1915,S100081,休暇村 嬬恋鹿沢
1917,S100083,かやぶきの郷 薬師温泉旅籠
1918,S100084,舌切雀のお宿ホテル磯部ガーデン
1919,S100085,雀のお宿磯部館
1920,S100086,せせらぎの湯桜や作右衛門
1921,S100087,ひしや旅館
1922,S110001,パレスホテル大宮
1923,S110002,マロウドイン大宮
1924,S110003,ラフレさいたま
1925,S110004,浦和ワシントンホテル
1926,S110005,ロイヤルパインズホテル浦和
1928,S110007,チサンイン深谷
1929,S110008,スマイルホテル熊谷
1930,S110009,マロウドイン熊谷
1931,S110010,川越プリンスホテル
1932,S110011,●使用不可 川越東武ホテル
1933,S110012,ホテル・ヘリテイジ
1935,S110014,マロウドイン飯能
1936,S110015,せきれいの宿 養浩亭
1937,S110016,花のおもてなし 長生館
1939,S110018,ナチュラルファームシティ 農園ホテル
1940,S110019,ホテル 美やま
1941,S110020,谷津川館
1942,S110021,ＰＩＣＡ秩父
1943,S110022,いこいの村ヘリテイジ美の山
1944,S110023,和銅鉱泉 ゆの宿 和どう
1945,S120001,ぎょうけい館
1947,S120003,ホテルニュー大新
1948,S120004,絶景の宿 犬吠埼ホテル
1950,S120006,国民宿舎サンライズ九十九里
1951,S120007,Ｓｐｏｒｔ＆Ｄｏ Ｒｅｓｏｒｔ リソルの森
1953,S120009,白子ニューシーサイドホテル
1954,S120010,ホテルニューオーツカ
1955,S120011,ホテル 東天光
1956,S120012,サンシャイン・白子
1957,S120013,ホテル一宮シーサイドオーツカ
1958,S120014,芥川龍之介ゆかりの宿 一宮館
1960,S120016,勝浦ホテル三日月
1961,S120017,鴨川シーワールド ホテル
1962,S120018,鴨川ユニバースホテル
1963,S120019,鴨川グランドホテル
1964,S120020,鴨川館
1965,S120021,海辺の宿 恵比寿
1966,S120022,海辺の名湯 ホテル海光苑
1967,S120023,鴨川グランドタワー
1969,S120025,潮騒リゾート鴨川
1970,S120026,鴨川ホテル三日月
1971,S120027,満ちてくる心の宿 吉夢
1972,S120028,鴨川ヒルズリゾートホテル
1973,S120029,ホテルグリーンプラザ鴨川
1975,S120031,魚彩和みの宿 三水
1977,S120033,森の宿 せせらぎ
1978,S120034,夢みさき
1979,S120035,ホテル千倉
1980,S120036,魚拓荘鈴木屋
1982,S120038,ホテル南海荘
1983,S120039,白浜オーシャンリゾート
1984,S120040,グランドホテル太陽
1986,S120042,季粋の宿紋屋
1987,S120043,ホテル ジャングルパレス
1988,S120044,館山シーサイドホテル
1989,S120045,夕日海岸 昇鶴
1990,S120046,館山リゾートホテル
1991,S120047,海の湯宿 花しぶき
1993,S120049,オーベルジュ オーパヴィラージュ
1994,S120050,森羅
1996,S120052,たてやま温泉 千里の風
1997,S120053,休暇村 館山
1998,S120054,ペンション・キャッチボール
1999,S120055,ホテル＆リゾーツ 南房総
2001,S120057,ホテルウェルコ成田
2002,S120058,成田Ｕーシティホテル
2003,S120059,成田山門前 旅館 若松本店
2004,S120060,アパホテル＜京成成田駅前＞
2005,S120061,成田東武ホテルエアポート
2006,S120062,成田ビューホテル
2007,S120063,マロウドインターナショナルホテル成田
2008,S120064,成田エアポートレストハウス
2009,S120065,ＡＮＡクラウンプラザホテル成田
2010,S120066,ホテル日航成田
2012,S120068,成田ゲートウェイホテル
2013,S120069,ヒルトン成田
2014,S120070,インターナショナルガーデンホテル成田
2015,S120071,ラディソン成田（２０２２年１月１日付で「インターナショナルリゾートホテル 湯楽城」に変更となります。
2016,S120072,ウィシュトンホテル・ユーカリ
2017,S120073,松戸シティホテル
2019,S120075,クリアビューゴルフクラブ＆ホテル
2020,S120076,京成ホテルミラマーレ
2021,S120077,三井ガーデンホテル千葉
2022,S120078,カンデオホテルズ千葉
2023,S120079,バーディーホテル 千葉
2024,S120080,千葉ワシントンホテル
2025,S120081,ホテルニューツカモト
2026,S120082,アパホテル＆リゾート〈東京ベイ幕張〉
2027,S120083,ホテルフランクス
2028,S120084,ホテルスプリングス幕張
2029,S120085,ホテルニューオータニ幕張
2030,S120086,ホテルグリーンタワー幕張
2032,S120088,東京ベイ舞浜ホテル ファーストリゾート
2033,S120089,シェラトン・グランデ・トーキョーベイ・ホテル
2034,S120090,ヒルトン東京ベイ
2035,S120091,ホテルオークラ東京ベイ
2037,S120093,東京ベイ舞浜ホテル
2038,S120094,ディズニーアンバサダー（Ｒ）ホテル
2039,S120095,東京ディズニーランド（Ｒ）ホテル
2040,S120096,東京ディズニーシー・ホテルミラコスタ（Ｒ）
2041,S120097,ＳＰＡ＆ＨＯＴＥＬ 舞浜ユーラシア
2042,S120098,ホテルドリームゲート舞浜
2043,S120099,浦安ブライトンホテル東京ベイ
2044,S120100,ホテルエミオン東京ベイ
2046,S120102,オリエンタルホテル東京ベイ
2047,S120103,三井ガーデンホテルプラナ東京ベイ
2049,S120105,八幡宿第一ホテル
2050,S120106,龍宮城スパ・ホテル三日月 龍宮亭
2051,S120107,オークラアカデミアパークホテル
2052,S120108,ロイヤルヒルズ木更津ビューホテル
2053,S120109,ホテルロイヤルガーデン木更津
2054,S120110,秘湯の宿 滝見苑
2055,S130001,ホテルメトロポリタン丸の内
2057,S130003,丸ノ内ホテル
2058,S130004,フォーシーズンズホテル丸の内 東京
2059,S130005,シャングリ・ラ 東京
2060,S130006,マンダリンオリエンタル東京
2061,S130007,帝国ホテル
2062,S130008,レム日比谷
2063,S130009,ザ・ペニンシュラ東京
2064,S130010,三井ガーデンホテル銀座プレミア
2065,S130011,コートヤード・マリオット銀座東武ホテル
2066,S130012,ホテルモントレ銀座
2067,S130013,銀座グランドホテル
2068,S130014,銀座キャピタルホテル 本館
2069,S130015,銀座キャピタルホテル 茜
2070,S130016,ホテルモントレラ・スールギンザ
2071,S130017,メルキュール東京銀座
2072,S130018,ホテルグレイスリー銀座
2074,S130020,ホテル西洋銀座
2075,S130021,銀座クレストン
2076,S130022,秋葉原ワシントンホテル
2077,S130023,レム秋葉原
2078,S130024,オリンピックイン神田
2079,S130025,ユニゾイン神田駅西
2080,S130026,ロイヤルパークホテル
2081,S130027,パールホテル茅場町
2082,S130028,スマイルホテル東京日本橋
2083,S130029,ホテルユニゾ新橋
2084,S130030,第一ホテル東京
2085,S130031,第一ホテル アネックス
2086,S130032,相鉄フレッサイン新橋烏森口
2087,S130033,三井ガーデンホテル汐留イタリア街
2088,S130034,ザ ロイヤルパークホテル アイコニック 東京汐留
2089,S130035,パークホテル東京
2090,S130036,コンラッド東京
2091,S130037,チサンホテル浜松町
2092,S130038,ホテルマイステイズプレミア浜松町
2093,S130039,ホテルインターコンチネンタル東京ベイ
2094,S130040,ホテルＪＡＬシティ田町東京
2095,S130041,ホテルグレイスリー田町
2096,S130042,ザ・プリンスパークタワー東京
2097,S130043,東京プリンスホテル
2098,S130044,東京グランドホテル
2099,S130045,芝パークホテル
2100,S130046,ホテル ザ セレスティン 東京芝（旧セレスティンホテル）
2101,S130047,品川プリンスホテル メインタワー
2102,S130048,品川プリンスホテル イーストタワー
2103,S130049,品川プリンスホテル アネックスタワー
2104,S130050,品川プリンスホテル Ｎタワー
2105,S130051,グランドプリンスホテル高輪
2106,S130052,グランドプリンスホテル新高輪
2107,S130053,品川東武ホテル
2109,S130055,ザ・プリンスさくらタワー東京
2110,S130056,ストリングスホテル東京インターコンチネンタル
2111,S130057,東京マリオットホテル
2112,S130058,ニューオータニイン東京
2113,S130059,ダイワロイネットホテル東京大崎
2114,S130060,ホテルサンルート五反田
2115,S130061,ホテルマイステイズ五反田駅前
2116,S130062,ゆうぽうと
2117,S130063,ホテルルートイン五反田
2118,S130064,シェラトン都ホテル東京
2119,S130065,ウェスティンホテル東京
2120,S130066,渋谷東武ホテル
2121,S130067,渋谷エクセルホテル東急
2122,S130068,渋谷東急ＲＥＩホテル
2123,S130069,セルリアンタワー東急ホテル
2124,S130070,ホテルユニゾ渋谷
2126,S130072,新宿プリンスホテル
2127,S130073,セントラルホテル東京
2128,S130074,ホテルリステル新宿
2129,S130075,ホテル サンライト新宿
2130,S130076,相鉄フレッサイン東新宿駅前（旧：ホテルサンルート東新宿）
2131,S130077,ベストウェスタン新宿アスティナホテル東京
2132,S130078,イーホテル東新宿
2134,S130080,ホテル白川郷
2135,S130081,京王プラザホテル
2136,S130082,ヒルトン東京
2137,S130083,新宿ワシントンホテル
2138,S130084,イビス東京新宿
2139,S130085,ザ ノット 東京新宿（旧：新宿ニューシティホテル）
2140,S130086,小田急ホテルセンチュリーサザンタワー
2141,S130087,ハイアット リージェンシー 東京
2142,S130088,ホテルサンルートプラザ新宿
2144,S130090,ホテルローズガーデン新宿
2145,S130091,パークハイアット東京
2146,S130092,サンメンバーズ東京新宿
2147,S130093,ホテルサンルート高田馬場
2148,S130094,リーガロイヤルホテル東京
2149,S130095,ホテル椿山荘東京
2150,S130096,サンシャインシティプリンスホテル
2151,S130097,ホテルメトロポリタン
2152,S130098,ホテルグランドシティ
2154,S130100,ｔｈｅ ｂ 池袋
2155,S130101,第一イン池袋
2156,S130102,ホテルルートイン東京池袋
2157,S130103,ホテル ベルクラシック東京
2158,S130104,水月ホテル鴎外荘
2159,S130105,ホテル丸谷
2160,S130106,ホテルマイステイズ上野イースト
2162,S130108,三井ガーデンホテル上野
2163,S130109,ホテル ラングウッド
2165,S130111,日本青年館ホテル
2166,S130112,ホテルニューショーヘイ
2167,S130113,ホテルウィングインターナショナルプレミアム東京四谷
2168,S130114,三井ガーデンホテル四谷
2169,S130115,東京ドームホテル
2170,S130116,東京グリーンホテル後楽園
2171,S130117,庭のホテル東京
2172,S130118,水道橋グランドホテル
2173,S130119,ホテルメトロポリタンエドモント
2174,S130120,ホテル機山館
2175,S130121,朝陽館本家
2177,S130123,文部科学省共済組合東京宿泊所 フォーレスト本郷
2178,S130124,上野ファーストシティホテル
2179,S130125,お茶の水ホテルジュラク
